"GENOME_NAME"	"ACCESSION"	"ANNOTATION"	"FEATURE_TYPE"	"NA_FEATURE_ID"	"LOCUS_TAG"	"START"	"END"	"STRAND"	"NA_LENGTH"	"GENE"	"PRODUCT"	"SEQID"	"GENUS"	"SPECIES"
"Lactobacillus helveticus R0052"	"AEIR01000004"	"PATRIC"	"rRNA"	77125561	"VBILacHel172560_r072"	633121	634674	"-"	1554	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AEIR01000004:633121-634674:-:Lactobacillus_helveticus_R0052"	"Lactobacillus"	"helveticus"
"Lactobacillus hilgardii ATCC 8290"	"NZ_GG670001"	"PATRIC"	"rRNA"	27431205	"VBILacHil40002_r055"	72	1593	"+"	1522	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG670001:72-1593:+:Lactobacillus_hilgardii_ATCC_8290"	"Lactobacillus"	"hilgardii"
"Lactobacillus iners AB-1"	"NZ_ADHG01000001"	"PATRIC"	"rRNA"	41055072	"VBILacIne154546_r011"	461229	462794	"+"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_ADHG01000001:461229-462794:+:Lactobacillus_iners_AB-1"	"Lactobacillus"	"iners"
"Lactobacillus iners AB-1"	"NZ_ADHG01000001"	"PATRIC"	"rRNA"	41055428	"VBILacIne154546_r018"	645089	646654	"+"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_ADHG01000001:645089-646654:+:Lactobacillus_iners_AB-1"	"Lactobacillus"	"iners"
"Lactobacillus iners AB-1"	"NZ_ADHG01000001"	"PATRIC"	"rRNA"	41055440	"VBILacIne154546_r022"	652476	654042	"+"	1567	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_ADHG01000001:652476-654042:+:Lactobacillus_iners_AB-1"	"Lactobacillus"	"iners"
"Lactobacillus iners AB-1"	"NZ_ADHG01000001"	"PATRIC"	"rRNA"	41055636	"VBILacIne154546_r026"	750420	751985	"+"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_ADHG01000001:750420-751985:+:Lactobacillus_iners_AB-1"	"Lactobacillus"	"iners"
"Lactobacillus iners AB-1"	"NZ_ADHG01000003"	"PATRIC"	"rRNA"	41056302	"VBILacIne154546_r035"	98	1663	"-"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_ADHG01000003:98-1663:-:Lactobacillus_iners_AB-1"	"Lactobacillus"	"iners"
"Lactobacillus iners ATCC 55195"	"NZ_GL622335"	"PATRIC"	"rRNA"	45115200	"VBILacIne171003_r035"	149	1633	"-"	1485	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GL622335:149-1633:-:Lactobacillus_iners_ATCC_55195"	"Lactobacillus"	"iners"
"Lactobacillus iners DSM 13335"	"NZ_GG700803"	"PATRIC"	"rRNA"	27431991	"VBILacIne96327_r007"	3493	5058	"-"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG700803:3493-5058:-:Lactobacillus_iners_DSM_13335"	"Lactobacillus"	"iners"
"Lactobacillus iners LactinV 01V1-a"	"NZ_AEHQ01000064"	"PATRIC"	"rRNA"	42123923	"VBILacIne172976_r015"	224	1789	"+"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEHQ01000064:224-1789:+:Lactobacillus_iners_LactinV_01V1-a"	"Lactobacillus"	"iners"
"Lactobacillus iners LactinV 03V1-b"	"NZ_AEHP01000037"	"PATRIC"	"rRNA"	42120351	"VBILacIne171726_r013"	98	1663	"-"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEHP01000037:98-1663:-:Lactobacillus_iners_LactinV_03V1-b"	"Lactobacillus"	"iners"
"Lactobacillus iners LactinV 09V1-c"	"NZ_AEHO01000002"	"PATRIC"	"rRNA"	42115956	"VBILacIne171321_r012"	98	1663	"-"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEHO01000002:98-1663:-:Lactobacillus_iners_LactinV_09V1-c"	"Lactobacillus"	"iners"
"Lactobacillus iners LactinV 11V1-d"	"NZ_AEHN01000009"	"PATRIC"	"rRNA"	42114224	"VBILacIne169732_r012"	189	1754	"+"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEHN01000009:189-1754:+:Lactobacillus_iners_LactinV_11V1-d"	"Lactobacillus"	"iners"
"Lactobacillus iners LEAF 2052A-d"	"NZ_AEKI01000004"	"PATRIC"	"rRNA"	44984221	"VBILacIne170635_r014"	150	1634	"-"	1485	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEKI01000004:150-1634:-:Lactobacillus_iners_LEAF_2052A-d"	"Lactobacillus"	"iners"
"Lactobacillus iners LEAF 2062A-h1"	"NZ_AEKJ01000002"	"PATRIC"	"rRNA"	44986757	"VBILacIne174365_r004"	142	1626	"+"	1485	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEKJ01000002:142-1626:+:Lactobacillus_iners_LEAF_2062A-h1"	"Lactobacillus"	"iners"
"Lactobacillus iners LEAF 3008A-a"	"NZ_AEKK01000019"	"PATRIC"	"rRNA"	44991386	"VBILacIne173527_r049"	190	1674	"+"	1485	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEKK01000019:190-1674:+:Lactobacillus_iners_LEAF_3008A-a"	"Lactobacillus"	"iners"
"Lactobacillus iners SPIN 2503V10-D"	"NZ_AEHR01000016"	"PATRIC"	"rRNA"	42126268	"VBILacIne173566_r036"	98	1663	"-"	1566	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEHR01000016:98-1663:-:Lactobacillus_iners_SPIN_2503V10-D"	"Lactobacillus"	"iners"
"Lactobacillus iners UPII 143-D"	"NZ_AEXJ01000009"	"PATRIC"	"rRNA"	46763846	"VBILacIne180507_r014"	149	1633	"-"	1485	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEXJ01000009:149-1633:-:Lactobacillus_iners_UPII_143-D"	"Lactobacillus"	"iners"
"Lactobacillus iners UPII 60-B"	"NZ_AEXK01000007"	"PATRIC"	"rRNA"	46765530	"VBILacIne177967_r018"	149	1633	"-"	1485	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEXK01000007:149-1633:-:Lactobacillus_iners_UPII_60-B"	"Lactobacillus"	"iners"
"Lactobacillus jensenii 115-3-CHN"	"NZ_GG704747"	"PATRIC"	"rRNA"	27436921	"VBILacJen34656_r051"	230	1741	"+"	1512	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG704747:230-1741:+:Lactobacillus_jensenii_115-3-CHN"	"Lactobacillus"	"jensenii"
"Lactobacillus jensenii 27-2-CHN"	"NZ_GG698818"	"PATRIC"	"rRNA"	27446623	"VBILacJen125644_r053"	3688	5199	"-"	1512	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG698818:3688-5199:-:Lactobacillus_jensenii_27-2-CHN"	"Lactobacillus"	"jensenii"
"Lactobacillus jensenii JV-V16"	"NZ_GG670109"	"PATRIC"	"rRNA"	27449565	"VBILacJen15106_r051"	323	1834	"+"	1512	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG670109:323-1834:+:Lactobacillus_jensenii_JV-V16"	"Lactobacillus"	"jensenii"
"Lactobacillus jensenii SJ-7A-US"	"NZ_GG704690"	"PATRIC"	"rRNA"	27452945	"VBILacJen111417_r034"	333	1844	"+"	1512	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG704690:333-1844:+:Lactobacillus_jensenii_SJ-7A-US"	"Lactobacillus"	"jensenii"
"Lactobacillus johnsonii ATCC 33200"	"NZ_GG670123"	"PATRIC"	"rRNA"	27456636	"VBILacJoh81045_r026"	3498	4984	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG670123:3498-4984:-:Lactobacillus_johnsonii_ATCC_33200"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii DPC 6026"	"CP002464"	"PATRIC"	"rRNA"	54201863	"VBILacJoh171132_r009"	547025	548511	"+"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002464:547025-548511:+:Lactobacillus_johnsonii_DPC_6026"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii DPC 6026"	"CP002464"	"PATRIC"	"rRNA"	54204080	"VBILacJoh171132_r032"	1653780	1655266	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002464:1653780-1655266:-:Lactobacillus_johnsonii_DPC_6026"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii DPC 6026"	"CP002464"	"PATRIC"	"rRNA"	54204150	"VBILacJoh171132_r062"	1668248	1669734	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002464:1668248-1669734:-:Lactobacillus_johnsonii_DPC_6026"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii DPC 6026"	"CP002464"	"PATRIC"	"rRNA"	54204532	"VBILacJoh171132_r068"	1871412	1872898	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CP002464:1871412-1872898:-:Lactobacillus_johnsonii_DPC_6026"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii FI9785"	"NC_013504"	"PATRIC"	"rRNA"	32245620	"VBILacJoh137736_r008"	455686	457172	"+"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013504:455686-457172:+:Lactobacillus_johnsonii_FI9785"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii FI9785"	"NC_013504"	"PATRIC"	"rRNA"	32247723	"VBILacJoh137736_r031"	1479655	1481141	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013504:1479655-1481141:-:Lactobacillus_johnsonii_FI9785"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii FI9785"	"NC_013504"	"PATRIC"	"rRNA"	32247794	"VBILacJoh137736_r061"	1494105	1495591	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013504:1494105-1495591:-:Lactobacillus_johnsonii_FI9785"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii FI9785"	"NC_013504"	"PATRIC"	"rRNA"	32248147	"VBILacJoh137736_r067"	1661905	1663391	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_013504:1661905-1663391:-:Lactobacillus_johnsonii_FI9785"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii NCC 533"	"NC_005362"	"PATRIC"	"rRNA"	22237682	"VBILacJoh1832_r013"	558618	560104	"+"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_005362:558618-560104:+:Lactobacillus_johnsonii_NCC_533"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii NCC 533"	"NC_005362"	"PATRIC"	"rRNA"	22239855	"VBILacJoh1832_r036"	1663150	1664636	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_005362:1663150-1664636:-:Lactobacillus_johnsonii_NCC_533"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii NCC 533"	"NC_005362"	"PATRIC"	"rRNA"	22239893	"VBILacJoh1832_r055"	1669817	1671303	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_005362:1669817-1671303:-:Lactobacillus_johnsonii_NCC_533"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii NCC 533"	"NC_005362"	"PATRIC"	"rRNA"	22239963	"VBILacJoh1832_r085"	1684266	1685752	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_005362:1684266-1685752:-:Lactobacillus_johnsonii_NCC_533"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii NCC 533"	"NC_005362"	"PATRIC"	"rRNA"	22240330	"VBILacJoh1832_r091"	1882917	1884403	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_005362:1882917-1884403:-:Lactobacillus_johnsonii_NCC_533"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii NCC 533"	"NC_005362"	"PATRIC"	"rRNA"	22240342	"VBILacJoh1832_r097"	1888432	1889918	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_005362:1888432-1889918:-:Lactobacillus_johnsonii_NCC_533"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii pf01"	"AFQJ01000002"	"PATRIC"	"rRNA"	59569113	"VBILacJoh196295_r001"	137200	138686	"+"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFQJ01000002:137200-138686:+:Lactobacillus_johnsonii_pf01"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii pf01"	"AFQJ01000004"	"PATRIC"	"rRNA"	59571313	"VBILacJoh196295_r029"	741353	742837	"-"	1485	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFQJ01000004:741353-742837:-:Lactobacillus_johnsonii_pf01"	"Lactobacillus"	"johnsonii"
"Lactobacillus johnsonii pf01"	"AFQJ01000004"	"PATRIC"	"rRNA"	59571691	"VBILacJoh196295_r035"	941492	942978	"-"	1487	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFQJ01000004:941492-942978:-:Lactobacillus_johnsonii_pf01"	"Lactobacillus"	"johnsonii"
"Lactobacillus kefiranofaciens ZW3"	"NC_015602"	"PATRIC"	"rRNA"	54788690	"VBILacKef189943_r002"	125294	126805	"+"	1512	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015602:125294-126805:+:Lactobacillus_kefiranofaciens_ZW3"	"Lactobacillus"	"kefiranofaciens"
"Lactobacillus kefiranofaciens ZW3"	"NC_015602"	"PATRIC"	"rRNA"	54788764	"VBILacKef189943_r032"	142437	143948	"+"	1512	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015602:142437-143948:+:Lactobacillus_kefiranofaciens_ZW3"	"Lactobacillus"	"kefiranofaciens"
"Lactobacillus kefiranofaciens ZW3"	"NC_015602"	"PATRIC"	"rRNA"	54791342	"VBILacKef189943_r058"	1350760	1352271	"-"	1512	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015602:1350760-1352271:-:Lactobacillus_kefiranofaciens_ZW3"	"Lactobacillus"	"kefiranofaciens"
"Lactobacillus kefiranofaciens ZW3"	"NC_015602"	"PATRIC"	"rRNA"	54792409	"VBILacKef189943_r062"	1818431	1819942	"+"	1512	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_015602:1818431-1819942:+:Lactobacillus_kefiranofaciens_ZW3"	"Lactobacillus"	"kefiranofaciens"
"Lactobacillus mali KCTC 3596 = DSM 20444"	"BACP01000083"	"PATRIC"	"rRNA"	59582324	"VBILacMal202055_r046"	44	1628	"-"	1585	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"BACP01000083:44-1628:-:Lactobacillus_mali_KCTC_3596_=_DSM_20444"	"Lactobacillus"	"mali"
"Lactobacillus mucosae LM1"	"AHIT01000012"	"PATRIC"	"rRNA"	70340122	"VBILacMuc233396_r005"	90535	92090	"+"	1556	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AHIT01000012:90535-92090:+:Lactobacillus_mucosae_LM1"	"Lactobacillus"	"mucosae"
"Lactobacillus oris F0423"	"AFTL01000005"	"PATRIC"	"rRNA"	59583023	"VBILacOri177432_r005"	2987	4556	"-"	1570	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFTL01000005:2987-4556:-:Lactobacillus_oris_F0423"	"Lactobacillus"	"oris"
"Lactobacillus oris F0423"	"AFTL01000006"	"PATRIC"	"rRNA"	59583145	"VBILacOri177432_r006"	50142	51711	"+"	1570	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFTL01000006:50142-51711:+:Lactobacillus_oris_F0423"	"Lactobacillus"	"oris"
"Lactobacillus oris F0423"	"AFTL01000008"	"PATRIC"	"rRNA"	59583166	"VBILacOri177432_r011"	3178	4747	"-"	1570	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFTL01000008:3178-4747:-:Lactobacillus_oris_F0423"	"Lactobacillus"	"oris"
"Lactobacillus oris F0423"	"AFTL01000012"	"PATRIC"	"rRNA"	59584639	"VBILacOri177432_r054"	216791	218360	"-"	1570	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFTL01000012:216791-218360:-:Lactobacillus_oris_F0423"	"Lactobacillus"	"oris"
"Lactobacillus oris F0423"	"AFTL01000020"	"PATRIC"	"rRNA"	59586701	"VBILacOri177432_r082"	12953	14522	"+"	1570	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AFTL01000020:12953-14522:+:Lactobacillus_oris_F0423"	"Lactobacillus"	"oris"
"Lactobacillus oris PB013-T2-3"	"NZ_AEKL01000077"	"PATRIC"	"rRNA"	44995611	"VBILacOri169381_r055"	112	1681	"+"	1570	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AEKL01000077:112-1681:+:Lactobacillus_oris_PB013-T2-3"	"Lactobacillus"	"oris"
"Lactobacillus paracasei subsp. paracasei 8700:2"	"NZ_DS990493"	"PATRIC"	"rRNA"	26514423	"VBILacPar66337_r049"	107	1632	"+"	1526	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_DS990493:107-1632:+:Lactobacillus_paracasei_subsp._paracasei_8700:2"	"Lactobacillus"	"paracasei"
"Lactobacillus paracasei subsp. paracasei ATCC 25302"	"NZ_GG670161"	"PATRIC"	"rRNA"	37011529	"VBILacPar51859_r029"	2281	3806	"-"	1526	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG670161:2281-3806:-:Lactobacillus_paracasei_subsp._paracasei_ATCC_25302"	"Lactobacillus"	"paracasei"
"Lactobacillus pentosus KCA1"	"CM001538"	"PATRIC"	"rRNA"	87092365	"VBILacPen232155_r001"	537198	538743	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CM001538:537198-538743:+:Lactobacillus_pentosus_KCA1"	"Lactobacillus"	"pentosus"
"Lactobacillus pentosus KCA1"	"CM001538"	"PATRIC"	"rRNA"	87093598	"VBILacPen232155_r021"	1190833	1192378	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CM001538:1190833-1192378:+:Lactobacillus_pentosus_KCA1"	"Lactobacillus"	"pentosus"
"Lactobacillus pentosus KCA1"	"CM001538"	"PATRIC"	"rRNA"	87095390	"VBILacPen232155_r067"	2120193	2121738	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CM001538:2120193-2121738:-:Lactobacillus_pentosus_KCA1"	"Lactobacillus"	"pentosus"
"Lactobacillus pentosus KCA1"	"CM001538"	"PATRIC"	"rRNA"	87096249	"VBILacPen232155_r073"	2591241	2592786	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CM001538:2591241-2592786:-:Lactobacillus_pentosus_KCA1"	"Lactobacillus"	"pentosus"
"Lactobacillus pentosus KCA1"	"CM001538"	"PATRIC"	"rRNA"	87097130	"VBILacPen232155_r076"	3067998	3069543	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"CM001538:3067998-3069543:-:Lactobacillus_pentosus_KCA1"	"Lactobacillus"	"pentosus"
"Lactobacillus plantarum JDM1"	"NC_012984"	"PATRIC"	"rRNA"	22241409	"VBILacPla68346_r003"	484838	486383	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_012984:484838-486383:+:Lactobacillus_plantarum_JDM1"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum JDM1"	"NC_012984"	"PATRIC"	"rRNA"	22242723	"VBILacPla68346_r023"	1155088	1156633	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_012984:1155088-1156633:+:Lactobacillus_plantarum_JDM1"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum JDM1"	"NC_012984"	"PATRIC"	"rRNA"	22244402	"VBILacPla68346_r067"	1985593	1987138	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_012984:1985593-1987138:-:Lactobacillus_plantarum_JDM1"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum JDM1"	"NC_012984"	"PATRIC"	"rRNA"	22245210	"VBILacPla68346_r073"	2410138	2411683	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_012984:2410138-2411683:-:Lactobacillus_plantarum_JDM1"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum JDM1"	"NC_012984"	"PATRIC"	"rRNA"	22246036	"VBILacPla68346_r076"	2860709	2862254	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_012984:2860709-2862254:-:Lactobacillus_plantarum_JDM1"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum ATCC 14917"	"NZ_GG670230"	"PATRIC"	"rRNA"	37017855	"VBILacPla14617_r059"	139	1684	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_GG670230:139-1684:+:Lactobacillus_plantarum_subsp._plantarum_ATCC_14917"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum NC8"	"AGRI01000001"	"PATRIC"	"rRNA"	72119296	"VBILacPla196510_r003"	302688	304233	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGRI01000001:302688-304233:-:Lactobacillus_plantarum_subsp._plantarum_NC8"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum NC8"	"AGRI01000003"	"PATRIC"	"rRNA"	72120901	"VBILacPla196510_r006"	160279	161824	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGRI01000003:160279-161824:+:Lactobacillus_plantarum_subsp._plantarum_NC8"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum NC8"	"AGRI01000003"	"PATRIC"	"rRNA"	72122193	"VBILacPla196510_r027"	805470	807015	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGRI01000003:805470-807015:+:Lactobacillus_plantarum_subsp._plantarum_NC8"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum NC8"	"AGRI01000006"	"PATRIC"	"rRNA"	72123951	"VBILacPla196510_r072"	629967	631512	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGRI01000006:629967-631512:-:Lactobacillus_plantarum_subsp._plantarum_NC8"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum NC8"	"AGRI01000010"	"PATRIC"	"rRNA"	72124777	"VBILacPla196510_r078"	181078	182623	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"AGRI01000010:181078-182623:-:Lactobacillus_plantarum_subsp._plantarum_NC8"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum ST-III"	"NC_014554"	"PATRIC"	"rRNA"	42497757	"VBILacPla173910_r002"	487643	489188	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_014554:487643-489188:+:Lactobacillus_plantarum_subsp._plantarum_ST-III"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum ST-III"	"NC_014554"	"PATRIC"	"rRNA"	42499008	"VBILacPla173910_r023"	1132007	1133552	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_014554:1132007-1133552:+:Lactobacillus_plantarum_subsp._plantarum_ST-III"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum ST-III"	"NC_014554"	"PATRIC"	"rRNA"	42500730	"VBILacPla173910_r067"	1988740	1990285	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_014554:1988740-1990285:-:Lactobacillus_plantarum_subsp._plantarum_ST-III"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum ST-III"	"NC_014554"	"PATRIC"	"rRNA"	42501693	"VBILacPla173910_r078"	2469079	2470624	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_014554:2469079-2470624:-:Lactobacillus_plantarum_subsp._plantarum_ST-III"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum subsp. plantarum ST-III"	"NC_014554"	"PATRIC"	"rRNA"	42502556	"VBILacPla173910_r081"	2918637	2920182	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_014554:2918637-2920182:-:Lactobacillus_plantarum_subsp._plantarum_ST-III"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum WCFS1"	"NC_004567"	"PATRIC"	"rRNA"	22247543	"VBILacPla27411_r002"	502863	504408	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_004567:502863-504408:+:Lactobacillus_plantarum_WCFS1"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum WCFS1"	"NC_004567"	"PATRIC"	"rRNA"	22248853	"VBILacPla27411_r026"	1169165	1170710	"+"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_004567:1169165-1170710:+:Lactobacillus_plantarum_WCFS1"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum WCFS1"	"NC_004567"	"PATRIC"	"rRNA"	22250539	"VBILacPla27411_r072"	2019118	2020663	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_004567:2019118-2020663:-:Lactobacillus_plantarum_WCFS1"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum WCFS1"	"NC_004567"	"PATRIC"	"rRNA"	22251489	"VBILacPla27411_r084"	2502018	2503563	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_004567:2502018-2503563:-:Lactobacillus_plantarum_WCFS1"	"Lactobacillus"	"plantarum"
"Lactobacillus plantarum WCFS1"	"NC_004567"	"PATRIC"	"rRNA"	22252322	"VBILacPla27411_r087"	2944954	2946499	"-"	1546	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NC_004567:2944954-2946499:-:Lactobacillus_plantarum_WCFS1"	"Lactobacillus"	"plantarum"
"Lactobacillus reuteri 100-23"	"NZ_AAPZ02000001"	"PATRIC"	"rRNA"	26514612	"VBILacReu112121_r001"	60927	62497	"+"	1571	NA	"Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA"	"NZ_AAPZ02000001:60927-62497:+:Lactobacillus_reuteri_100-23"	"Lactobacillus"	"reuteri"
